,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
475,Faisalabad,Maize,1996,40397,591,54595,17.64
476,Faisalabad,Maize,1996,40397,591,54595,17.97
477,Faisalabad,Potatoes,1996,228877,591,54595,17.64
478,Faisalabad,Potatoes,1996,228877,591,54595,17.97
479,Faisalabad,"Rice, paddy",1996,51031,591,54595,17.64
480,Faisalabad,"Rice, paddy",1996,51031,591,54595,17.97
481,Faisalabad,Sorghum,1996,38763,591,54595,17.64
482,Faisalabad,Sorghum,1996,38763,591,54595,17.97
483,Faisalabad,Soybeans,1996,21051,591,54595,17.64
484,Faisalabad,Soybeans,1996,21051,591,54595,17.97
485,Faisalabad,Sweet potatoes,1996,170000,591,54595,17.64
486,Faisalabad,Sweet potatoes,1996,170000,591,54595,17.97
487,Faisalabad,Wheat,1996,19344,591,54595,17.64
488,Faisalabad,Wheat,1996,19344,591,54595,17.97
489,Faisalabad,Cassava,1997,100000,591,77691,18.29
490,Faisalabad,Cassava,1997,100000,591,77691,18.54
491,Faisalabad,Maize,1997,45557,591,77691,18.29
492,Faisalabad,Maize,1997,45557,591,77691,18.54
493,Faisalabad,Potatoes,1997,268502,591,77691,18.29
494,Faisalabad,Potatoes,1997,268502,591,77691,18.54
495,Faisalabad,"Rice, paddy",1997,53703,591,77691,18.29
496,Faisalabad,"Rice, paddy",1997,53703,591,77691,18.54
497,Faisalabad,Sorghum,1997,36845,591,77691,18.29
498,Faisalabad,Sorghum,1997,36845,591,77691,18.54
499,Faisalabad,Soybeans,1997,17212,591,77691,18.29
500,Faisalabad,Soybeans,1997,17212,591,77691,18.54
501,Chiniot,Sweet potatoes,1997,145662,591,77691,18.29
502,Chiniot,Sweet potatoes,1997,145662,591,77691,18.54
503,Chiniot,Wheat,1997,22426,591,77691,18.29
504,Chiniot,Wheat,1997,22426,591,77691,18.54
505,Chiniot,Cassava,1998,100000,591,62397,17.23
506,Chiniot,Cassava,1998,100000,591,62397,17.52
507,Chiniot,Maize,1998,60780,591,62397,17.23
508,Chiniot,Maize,1998,60780,591,62397,17.52
509,Chiniot,Potatoes,1998,293744,591,62397,17.23
510,Chiniot,Potatoes,1998,293744,591,62397,17.52
511,Chiniot,"Rice, paddy",1998,47762,591,62397,17.23
512,Chiniot,"Rice, paddy",1998,47762,591,62397,17.52
513,Chiniot,Sorghum,1998,48105,591,62397,17.23
514,Chiniot,Sorghum,1998,48105,591,62397,17.52
515,Chiniot,Soybeans,1998,26937,591,62397,17.23
516,Chiniot,Soybeans,1998,26937,591,62397,17.52
517,Chiniot,Sweet potatoes,1998,175055,591,62397,17.23
518,Chiniot,Sweet potatoes,1998,175055,591,62397,17.52
519,Chiniot,Wheat,1998,26088,591,62397,17.23
520,Chiniot,Wheat,1998,26088,591,62397,17.52
521,Jhang,Cassava,1999,100000,591,62831.39,17.15
522,Jhang,Cassava,1999,100000,591,62831.39,17.71
523,Jhang,Maize,1999,53702,591,62831.39,17.15
524,Jhang,Maize,1999,53702,591,62831.39,17.71
525,Jhang,Potatoes,1999,238938,591,62831.39,17.15
526,Jhang,Potatoes,1999,238938,591,62831.39,17.71
527,Jhang,"Rice, paddy",1999,57337,591,62831.39,17.15
528,Jhang,"Rice, paddy",1999,57337,591,62831.39,17.71
529,Jhang,Sorghum,1999,43845,591,62831.39,17.15
530,Jhang,Sorghum,1999,43845,591,62831.39,17.71
531,Jhang,Soybeans,1999,24450,591,62831.39,17.15
532,Jhang,Soybeans,1999,24450,591,62831.39,17.71
533,Jhang,Sweet potatoes,1999,143991,591,62831.39,17.15
534,Jhang,Sweet potatoes,1999,143991,591,62831.39,17.71
535,Jhang,Wheat,1999,23028,591,62831.39,17.15
536,Jhang,Wheat,1999,23028,591,62831.39,17.71
537,Jhang,Cassava,2000,100000,591,63265.78,16.98
538,Jhang,Cassava,2000,100000,591,63265.78,17.66
539,Jhang,Maize,2000,54329,591,63265.78,16.98
540,Jhang,Maize,2000,54329,591,63265.78,17.66
541,Toba Tek Singh,Potatoes,2000,277566,591,63265.78,16.98
542,Toba Tek Singh,Potatoes,2000,277566,591,63265.78,17.66
543,Toba Tek Singh,"Rice, paddy",2000,47798,591,63265.78,16.98
544,Toba Tek Singh,"Rice, paddy",2000,47798,591,63265.78,17.66
545,Toba Tek Singh,Sorghum,2000,46477,591,63265.78,16.98
546,Toba Tek Singh,Sorghum,2000,46477,591,63265.78,17.66
547,Toba Tek Singh,Soybeans,2000,23312,591,63265.78,16.98
548,Toba Tek Singh,Soybeans,2000,23312,591,63265.78,17.66
549,Toba Tek Singh,Sweet potatoes,2000,151462,591,63265.78,16.98
550,Toba Tek Singh,Sweet potatoes,2000,151462,591,63265.78,17.66
551,Toba Tek Singh,Wheat,2000,24873,591,63265.78,16.98
552,Toba Tek Singh,Wheat,2000,24873,591,63265.78,17.66
553,Toba Tek Singh,Cassava,2001,100000,591,63700.17,17.71
554,Toba Tek Singh,Cassava,2001,100000,591,63700.17,18.42
555,Toba Tek Singh,Maize,2001,54553,591,63700.17,17.71
556,Toba Tek Singh,Maize,2001,54553,591,63700.17,18.42
557,Toba Tek Singh,Potatoes,2001,283768,591,63700.17,17.71
558,Toba Tek Singh,Potatoes,2001,283768,591,63700.17,18.42
559,Toba Tek Singh,"Rice, paddy",2001,57495,591,63700.17,17.71
560,Toba Tek Singh,"Rice, paddy",2001,57495,591,63700.17,18.42
561,Sargodha,Sorghum,2001,47429,591,63700.17,17.71
562,Sargodha,Sorghum,2001,47429,591,63700.17,18.42
563,Sargodha,Soybeans,2001,25846,591,63700.17,17.71
564,Sargodha,Soybeans,2001,25846,591,63700.17,18.42
565,Sargodha,Sweet potatoes,2001,155212,591,63700.17,17.71
566,Sargodha,Sweet potatoes,2001,155212,591,63700.17,18.42
567,Sargodha,Wheat,2001,24934,591,63700.17,17.71
568,Sargodha,Wheat,2001,24934,591,63700.17,18.42
569,Sargodha,Cassava,2002,100000,591,64134.56,17.58
570,Sargodha,Cassava,2002,100000,591,64134.56,18.07
571,Sargodha,Maize,2002,60791,591,64134.56,17.58
572,Sargodha,Maize,2002,60791,591,64134.56,18.07
573,Sargodha,Potatoes,2002,251347,591,64134.56,17.58
574,Sargodha,Potatoes,2002,251347,591,64134.56,18.07
575,Sargodha,"Rice, paddy",2002,57197,591,64134.56,17.58
576,Sargodha,"Rice, paddy",2002,57197,591,64134.56,18.07
577,Sargodha,Sorghum,2002,52691,591,64134.56,17.58
578,Sargodha,Sorghum,2002,52691,591,64134.56,18.07
579,Sargodha,Soybeans,2002,26304,591,64134.56,17.58
580,Sargodha,Soybeans,2002,26304,591,64134.56,18.07
581,Khushab,Sweet potatoes,2002,155890,591,64134.56,17.58
582,Khushab,Sweet potatoes,2002,155890,591,64134.56,18.07
583,Khushab,Wheat,2002,22398,591,64134.56,17.58
584,Khushab,Wheat,2002,22398,591,64134.56,18.07
585,Khushab,Cassava,2004,100000,591,65003.34,17.67
586,Khushab,Cassava,2004,100000,591,65003.34,18.11
587,Khushab,Maize,2004,63931,591,65003.34,17.67
588,Khushab,Maize,2004,63931,591,65003.34,18.11
589,Khushab,Potatoes,2004,288717,591,65003.34,17.67
590,Khushab,Potatoes,2004,288717,591,65003.34,18.11
591,Khushab,"Rice, paddy",2004,62661,591,65003.34,17.67
592,Khushab,"Rice, paddy",2004,62661,591,65003.34,18.11
593,Khushab,Sorghum,2004,45531,591,65003.34,17.67
594,Khushab,Sorghum,2004,45531,591,65003.34,18.11
595,Khushab,Soybeans,2004,22075,591,65003.34,17.67
596,Khushab,Soybeans,2004,22075,591,65003.34,18.11
597,Khushab,Sweet potatoes,2004,154867,591,65003.34,17.67
598,Khushab,Sweet potatoes,2004,154867,591,65003.34,18.11
599,Khushab,Wheat,2004,25441,591,65003.34,17.67
600,Khushab,Wheat,2004,25441,591,65003.34,18.11
601,Khushab,Cassava,2005,100000,591,65437.73,17.32
602,Khushab,Cassava,2005,100000,591,65437.73,17.83
603,Khushab,Maize,2005,73587,591,65437.73,17.32
604,Khushab,Maize,2005,73587,591,65437.73,17.83
605,Khushab,Potatoes,2005,283917,591,65437.73,17.32
606,Khushab,Potatoes,2005,283917,591,65437.73,17.83
607,Khushab,"Rice, paddy",2005,60165,591,65437.73,17.32
608,Khushab,"Rice, paddy",2005,60165,591,65437.73,17.83
609,Khushab,Sorghum,2005,51872,591,65437.73,17.32
610,Khushab,Sorghum,2005,51872,591,65437.73,17.83
611,Bhakkar,Soybeans,2005,27287,591,65437.73,17.32
612,Bhakkar,Soybeans,2005,27287,591,65437.73,17.83
613,Bhakkar,Sweet potatoes,2005,154472,591,65437.73,17.32
614,Bhakkar,Sweet potatoes,2005,154472,591,65437.73,17.83
615,Bhakkar,Wheat,2005,26356,591,65437.73,17.32
616,Bhakkar,Wheat,2005,26356,591,65437.73,17.83
617,Bhakkar,Cassava,2006,100000,591,65872.12,18.1
618,Bhakkar,Cassava,2006,100000,591,65872.12,18.35
619,Bhakkar,Maize,2006,59030,591,65872.12,18.1
620,Bhakkar,Maize,2006,59030,591,65872.12,18.35
621,Bhakkar,Potatoes,2006,285828,591,65872.12,18.1
622,Bhakkar,Potatoes,2006,285828,591,65872.12,18.35
623,Bhakkar,"Rice, paddy",2006,70610,591,65872.12,18.1
624,Bhakkar,"Rice, paddy",2006,70610,591,65872.12,18.35
625,Bhakkar,Sorghum,2006,46778,591,65872.12,18.1
626,Bahawalpur,Sorghum,2006,46778,591,65872.12,18.35
627,Bahawalpur,Soybeans,2006,26793,591,65872.12,18.1
628,Bahawalpur,Soybeans,2006,26793,591,65872.12,18.35
629,Bahawalpur,Sweet potatoes,2006,143478,591,65872.12,18.1
630,Bahawalpur,Sweet potatoes,2006,143478,591,65872.12,18.35
631,Bahawalpur,Wheat,2006,25302,591,65872.12,18.1
632,Bahawalpur,Wheat,2006,25302,591,65872.12,18.35
633,Bahawalpur,Cassava,2007,100000,591,81582.64,16.71
634,Bahawalpur,Cassava,2007,100000,591,81582.64,17.14
635,Bahawalpur,Maize,2007,76655,591,81582.64,16.71
636,Bahawalpur,Maize,2007,76655,591,81582.64,17.14
637,Bahawalpur,Potatoes,2007,286765,591,81582.64,16.71
638,Bahawalpur,Potatoes,2007,286765,591,81582.64,17.14
639,Bahawalpur,"Rice, paddy",2007,65604,591,81582.64,16.71
640,Bahawalpur,"Rice, paddy",2007,65604,591,81582.64,17.14
641,Bahawalpur,Sorghum,2007,47021,591,81582.64,16.71
642,Bahawalpur,Sorghum,2007,47021,591,81582.64,17.14
643,Bahawalpur,Soybeans,2007,29712,591,81582.64,16.71
644,Bahawalpur,Soybeans,2007,29712,591,81582.64,17.14
645,Bahawalpur,Sweet potatoes,2007,141667,591,81582.64,16.71
646,Rahim Yar Khan,Sweet potatoes,2007,141667,591,81582.64,17.14
647,Rahim Yar Khan,Wheat,2007,26234,591,81582.64,16.71
648,Rahim Yar Khan,Wheat,2007,26234,591,81582.64,17.14
649,Rahim Yar Khan,Cassava,2008,100000,591,87149.01,17.71
650,Rahim Yar Khan,Cassava,2008,100000,591,87149.01,18.39
651,Rahim Yar Khan,Maize,2008,64525,591,87149.01,17.71
652,Rahim Yar Khan,Maize,2008,64525,591,87149.01,18.39
653,Rahim Yar Khan,Potatoes,2008,279412,591,87149.01,17.71
654,Rahim Yar Khan,Potatoes,2008,279412,591,87149.01,18.39
655,Rahim Yar Khan,"Rice, paddy",2008,68278,591,87149.01,17.71
656,Rahim Yar Khan,"Rice, paddy",2008,68278,591,87149.01,18.39
657,Rahim Yar Khan,Sorghum,2008,47474,591,87149.01,17.71
658,Rahim Yar Khan,Sorghum,2008,47474,591,87149.01,18.39
659,Rahim Yar Khan,Soybeans,2008,28216,591,87149.01,17.71
660,Rahim Yar Khan,Soybeans,2008,28216,591,87149.01,18.39
661,Bahawalnagar,Sweet potatoes,2008,145105,591,87149.01,17.71
662,Kasur,Sweet potatoes,2008,145105,591,87149.01,18.39
663,Kasur,Wheat,2008,28271,591,87149.01,17.71
664,Kasur,Wheat,2008,28271,591,87149.01,18.39
665,Kasur,Cassava,2009,101695,591,61586.56,18.16
666,Kasur,Cassava,2009,101695,591,61586.56,18.09
667,Kasur,Maize,2009,55760,591,61586.56,18.16
668,Kasur,Maize,2009,55760,591,61586.56,18.09
669,Kasur,Potatoes,2009,284439,591,61586.56,18.16
670,Kasur,Potatoes,2009,284439,591,61586.56,18.09
671,Kasur,"Rice, paddy",2009,68842,591,61586.56,18.16
672,Kasur,"Rice, paddy",2009,68842,591,61586.56,18.09
673,Kasur,Sorghum,2009,38752,591,61586.56,18.16
674,Kasur,Sorghum,2009,38752,591,61586.56,18.09
675,Kasur,Soybeans,2009,18480,591,61586.56,18.16
676,Kasur,Soybeans,2009,18480,591,61586.56,18.09
677,Kasur,Sweet potatoes,2009,151208,591,61586.56,18.16
678,Kasur,Sweet potatoes,2009,151208,591,61586.56,18.09
679,Kasur,Wheat,2009,19628,591,61586.56,18.16
680,Kasur,Wheat,2009,19628,591,61586.56,18.09
681,Pakpattan,Cassava,2010,101000,591,105915.04,17.33
682,Pakpattan,Cassava,2010,101000,591,105915.04,17.84
683,Pakpattan,Maize,2010,78040,591,105915.04,17.33
684,Pakpattan,Maize,2010,78040,591,105915.04,17.84
685,Pakpattan,Potatoes,2010,289849,591,105915.04,17.33
686,Pakpattan,Potatoes,2010,289849,591,105915.04,17.84
687,Pakpattan,"Rice, paddy",2010,57646,591,105915.04,17.33
688,Pakpattan,"Rice, paddy",2010,57646,591,105915.04,17.84
689,Pakpattan,Sorghum,2010,48163,591,105915.04,17.33
690,Pakpattan,Sorghum,2010,48163,591,105915.04,17.84
691,Pakpattan,Soybeans,2010,29053,591,105915.04,17.33
692,Pakpattan,Soybeans,2010,29053,591,105915.04,17.84
693,Pakpattan,Sweet potatoes,2010,149382,591,105915.04,17.33
694,Pakpattan,Sweet potatoes,2010,149382,591,105915.04,17.84
695,Pakpattan,Wheat,2010,27113,591,105915.04,17.33
696,Pakpattan,Wheat,2010,27113,591,105915.04,17.84
697,Pakpattan,Cassava,2011,100000,591,100424.62,17.58
698,Pakpattan,Cassava,2011,100000,591,100424.62,17.93
699,Pakpattan,Maize,2011,63503,591,100424.62,17.58
700,Pakpattan,Maize,2011,63503,591,100424.62,17.93
701,Rajanpur,Potatoes,2011,286657,591,100424.62,17.58
702,Rajanpur,Potatoes,2011,286657,591,100424.62,17.93
703,Rajanpur,"Rice, paddy",2011,67901,591,100424.62,17.58
704,Rajanpur,"Rice, paddy",2011,67901,591,100424.62,17.93
705,Rajanpur,Sorghum,2011,44029,591,100424.62,17.58
706,Rajanpur,Sorghum,2011,44029,591,100424.62,17.93
707,Rajanpur,Soybeans,2011,26053,591,100424.62,17.58
708,Rajanpur,Soybeans,2011,26053,591,100424.62,17.93
709,Rajanpur,Sweet potatoes,2011,148754,591,100424.62,17.58
710,Rajanpur,Sweet potatoes,2011,148754,591,100424.62,17.93
711,Rajanpur,Wheat,2011,35063,591,100424.62,17.58
712,Rajanpur,Wheat,2011,35063,591,100424.62,17.93
713,Rajanpur,Cassava,2012,100000,591,136185.08,18.18
714,Rajanpur,Cassava,2012,100000,591,136185.08,18.43
715,Rajanpur,Maize,2012,57346,591,136185.08,18.18
716,Rajanpur,Maize,2012,57346,591,136185.08,18.43
717,Rajanpur,Potatoes,2012,287821,591,136185.08,18.18
718,Rajanpur,Potatoes,2012,287821,591,136185.08,18.43
719,Rajanpur,"Rice, paddy",2012,66617,591,136185.08,18.18
720,Rajanpur,"Rice, paddy",2012,66617,591,136185.08,18.43
721,Rajanpur,Sorghum,2012,46534,591,136185.08,18.18
722,Rajanpur,Sorghum,2012,46534,591,136185.08,18.43
723,Rajanpur,Soybeans,2012,22814,591,136185.08,18.18
724,Rajanpur,Soybeans,2012,22814,591,136185.08,18.43
725,Rajanpur,Sweet potatoes,2012,148126,591,136185.08,18.18
726,Dera Ghazi Khan,Sweet potatoes,2012,148126,591,136185.08,18.43
727,Dera Ghazi Khan,Wheat,2012,32199,591,136185.08,18.18
728,Dera Ghazi Khan,Wheat,2012,32199,591,136185.08,18.43
729,Dera Ghazi Khan,Cassava,2013,99459,591,171945.54,16.45
730,Dera Ghazi Khan,Cassava,2013,99459,591,171945.54,16.88
731,Dera Ghazi Khan,Maize,2013,66037,591,171945.54,16.45
732,Dera Ghazi Khan,Maize,2013,66037,591,171945.54,16.88
733,Dera Ghazi Khan,Potatoes,2013,288984,591,171945.54,16.45
734,Dera Ghazi Khan,Potatoes,2013,288984,591,171945.54,16.88
735,Dera Ghazi Khan,"Rice, paddy",2013,67187,591,171945.54,16.45
736,Dera Ghazi Khan,"Rice, paddy",2013,67187,591,171945.54,16.88
737,Dera Ghazi Khan,Sorghum,2013,40852,591,171945.54,16.45
738,Dera Ghazi Khan,Sorghum,2013,40852,591,171945.54,16.88
739,Dera Ghazi Khan,Soybeans,2013,25391,591,171945.54,16.45
740,Dera Ghazi Khan,Soybeans,2013,25391,591,171945.54,16.88
741,Dera Ghazi Khan,Sweet potatoes,2013,147498,591,171945.54,16.45
742,Dera Ghazi Khan,Sweet potatoes,2013,147498,591,171945.54,16.88
743,Dera Ghazi Khan,Wheat,2013,26581,591,171945.54,16.45
744,Dera Ghazi Khan,Wheat,2013,26581,591,171945.54,16.88
745,Dera Ghazi Khan,Maize,1992,32344,562,8,7.44
746,Dera Ghazi Khan,Potatoes,1992,111301,562,8,7.44
747,Dera Ghazi Khan,Wheat,1992,21600,562,8,7.44
748,Dera Ghazi Khan,Maize,1993,32261,562,8,7.69
749,Dera Ghazi Khan,Potatoes,1993,134416,562,8,7.69
750,Dera Ghazi Khan,Wheat,1993,22257,562,8,7.69
751,Kasur,Maize,1994,32667,562,23,8.84
752,Kasur,Potatoes,1994,131195,562,23,8.84
753,Kasur,Wheat,1994,17842,562,23,8.84
754,Kasur,Maize,1995,18261,562,23.9,9.76
755,Kasur,Potatoes,1995,131196,562,23.9,9.76
756,Kasur,Wheat,1995,25480,562,23.9,9.76
757,Kasur,Maize,1996,22239,562,32,9.55
758,Kasur,Potatoes,1996,129626,562,32,9.55
759,Kasur,Wheat,1996,23569,562,32,9.55
760,Kasur,Maize,1997,45548,562,41.46,9.1
761,Kasur,Potatoes,1997,109362,562,41.46,9.1
762,Kasur,Wheat,1997,17009,562,41.46,9.1
763,Kasur,Maize,1998,26082,562,50.92,10.28
764,Kasur,Potatoes,1998,134409,562,50.92,10.28
765,Kasur,Wheat,1998,20651,562,50.92,10.28
766,Kasur,Maize,1999,40303,562,60.38,10.11
767,Kasur,Potatoes,1999,130618,562,60.38,10.11
768,Kasur,Wheat,1999,19466,562,60.38,10.11
769,Kasur,Maize,2000,23178,562,69.85,9.68
770,Kasur,Potatoes,2000,87349,562,69.85,9.68
771,Khanewal,Wheat,2000,16679,562,69.85,9.68
772,Khanewal,Maize,2001,37913,562,79.31,10.18
773,Khanewal,Potatoes,2001,114619,562,79.31,10.18
774,Khanewal,Wheat,2001,22263,562,79.31,10.18
775,Khanewal,Maize,2002,37380,562,88.77,9.41
776,Khanewal,Potatoes,2002,122814,562,88.77,9.41
777,Khanewal,Wheat,2002,23877,562,88.77,9.41
778,Khanewal,Maize,2004,61791,562,204.77,9.55
779,Khanewal,Potatoes,2004,161509,562,204.77,9.55
780,Khanewal,Wheat,2004,23416,562,204.77,9.55
781,Khanewal,Maize,2005,44692,562,220.51,9.58
782,Khanewal,Potatoes,2005,164459,562,220.51,9.58
783,Khanewal,Wheat,2005,20252,562,220.51,9.58
784,Khanewal,Maize,2006,33271,562,227.55,9.89
785,Khanewal,Potatoes,2006,163418,562,227.55,9.89
786,Khanewal,Wheat,2006,14627,562,227.55,9.89
787,Khanewal,Maize,2007,53262,562,241.71,9.44
788,Khanewal,Potatoes,2007,184719,562,241.71,9.44
789,Khanewal,Wheat,2007,25837,562,241.71,9.44
790,Khanewal,Maize,2008,53424,562,218.2,9.51
791,Khanewal,Potatoes,2008,189096,562,218.2,9.51
792,Khanewal,Wheat,2008,24322,562,218.2,9.51
793,Khanewal,Maize,2009,57763,562,198.36,9.67
794,Khanewal,Potatoes,2009,185496,562,198.36,9.67
795,Khanewal,Wheat,2009,22374,562,198.36,9.67
796,Khanewal,Maize,2010,46724,562,278.72,11.31
797,Khanewal,Potatoes,2010,170146,562,278.72,11.31
798,Khanewal,Wheat,2010,21192,562,278.72,11.31
799,Khanewal,Maize,2011,54257,562,278.72,8.93
800,Khanewal,Potatoes,2011,194426,562,278.72,8.93
801,Sargodha,Wheat,2011,28800,562,278.72,8.93
802,Sargodha,Maize,2012,62215,562,278.72,10.2
803,Sargodha,Potatoes,2012,207151,562,278.72,10.2
804,Sargodha,Wheat,2012,26010,562,278.72,10.2
805,Sargodha,Maize,2013,67114,562,278.72,11.08
806,Sargodha,Potatoes,2013,215290,562,278.72,11.08
807,Sargodha,Wheat,2013,31273,562,278.72,11.08
808,Sargodha,Maize,1990,41821,534,17866,16.8
809,Sargodha,Maize,1990,41821,534,17866,20.06
810,Sargodha,Maize,1990,41821,534,17866,12.11
811,Sargodha,Maize,1990,41821,534,17866,14.16
812,Sargodha,Maize,1990,41821,534,17866,18.05
813,Sargodha,Maize,1990,41821,534,17866,17.47
814,Sargodha,Potatoes,1990,289832,534,17866,16.8
815,Sargodha,Potatoes,1990,289832,534,17866,20.06
816,Sargodha,Potatoes,1990,289832,534,17866,12.11
817,Sargodha,Potatoes,1990,289832,534,17866,14.16
818,Sargodha,Potatoes,1990,289832,534,17866,18.05
819,Sargodha,Potatoes,1990,289832,534,17866,17.47
820,Sargodha,"Rice, paddy",1990,88000,534,17866,16.8
821,Vehari,"Rice, paddy",1990,88000,534,17866,20.06
822,Vehari,"Rice, paddy",1990,88000,534,17866,12.11
823,Vehari,"Rice, paddy",1990,88000,534,17866,14.16
824,Vehari,"Rice, paddy",1990,88000,534,17866,18.05
825,Vehari,"Rice, paddy",1990,88000,534,17866,17.47
826,Vehari,Sorghum,1990,24883,534,17866,16.8
827,Vehari,Sorghum,1990,24883,534,17866,20.06
828,Vehari,Sorghum,1990,24883,534,17866,12.11
829,Vehari,Sorghum,1990,24883,534,17866,14.16
830,Vehari,Sorghum,1990,24883,534,17866,18.05
831,Vehari,Sorghum,1990,24883,534,17866,17.47
832,Vehari,Soybeans,1990,15718,534,17866,16.8
833,Vehari,Soybeans,1990,15718,534,17866,20.06
834,Vehari,Soybeans,1990,15718,534,17866,12.11
835,Vehari,Soybeans,1990,15718,534,17866,14.16
836,Vehari,Soybeans,1990,15718,534,17866,18.05
837,Vehari,Soybeans,1990,15718,534,17866,17.47
838,Vehari,Sweet potatoes,1990,137140,534,17866,16.8
839,Vehari,Sweet potatoes,1990,137140,534,17866,20.06
840,Vehari,Sweet potatoes,1990,137140,534,17866,12.11
841,Faisalabad,Sweet potatoes,1990,137140,534,17866,14.16
842,Faisalabad,Sweet potatoes,1990,137140,534,17866,18.05
843,Faisalabad,Sweet potatoes,1990,137140,534,17866,17.47
844,Faisalabad,Wheat,1990,16344,534,17866,16.8
845,Faisalabad,Wheat,1990,16344,534,17866,20.06
846,Faisalabad,Wheat,1990,16344,534,17866,12.11
847,Faisalabad,Wheat,1990,16344,534,17866,14.16
848,Faisalabad,Wheat,1990,16344,534,17866,18.05
849,Faisalabad,Wheat,1990,16344,534,17866,17.47
850,Faisalabad,Maize,1991,39938,534,17866,16.78
851,Faisalabad,Maize,1991,39938,534,17866,20.29
852,Faisalabad,Maize,1991,39938,534,17866,12.22
853,Faisalabad,Maize,1991,39938,534,17866,13.77
854,Faisalabad,Maize,1991,39938,534,17866,18.73
855,Faisalabad,Maize,1991,39938,534,17866,17.85
856,Faisalabad,Potatoes,1991,285359,534,17866,16.78
857,Faisalabad,Potatoes,1991,285359,534,17866,20.29
858,Faisalabad,Potatoes,1991,285359,534,17866,12.22
859,Faisalabad,Potatoes,1991,285359,534,17866,13.77
860,Faisalabad,Potatoes,1991,285359,534,17866,18.73
861,Jhang,Potatoes,1991,285359,534,17866,17.85
862,Jhang,"Rice, paddy",1991,88427,534,17866,16.78
863,Jhang,"Rice, paddy",1991,88427,534,17866,20.29
864,Jhang,"Rice, paddy",1991,88427,534,17866,12.22
865,Jhang,"Rice, paddy",1991,88427,534,17866,13.77
866,Jhang,"Rice, paddy",1991,88427,534,17866,18.73
867,Jhang,"Rice, paddy",1991,88427,534,17866,17.85
868,Jhang,Sorghum,1991,19865,534,17866,16.78
869,Jhang,Sorghum,1991,19865,534,17866,20.29
870,Jhang,Sorghum,1991,19865,534,17866,12.22
871,Jhang,Sorghum,1991,19865,534,17866,13.77
872,Jhang,Sorghum,1991,19865,534,17866,18.73
873,Jhang,Sorghum,1991,19865,534,17866,17.85
874,Jhang,Soybeans,1991,15551,534,17866,16.78
875,Jhang,Soybeans,1991,15551,534,17866,20.29
876,Jhang,Soybeans,1991,15551,534,17866,12.22
877,Jhang,Soybeans,1991,15551,534,17866,13.77
878,Jhang,Soybeans,1991,15551,534,17866,18.73
879,Jhang,Soybeans,1991,15551,534,17866,17.85
880,Jhang,Sweet potatoes,1991,151142,534,17866,16.78
881,Pakpattan,Sweet potatoes,1991,151142,534,17866,20.29
882,Pakpattan,Sweet potatoes,1991,151142,534,17866,12.22
883,Pakpattan,Sweet potatoes,1991,151142,534,17866,13.77
884,Pakpattan,Sweet potatoes,1991,151142,534,17866,18.73
885,Pakpattan,Sweet potatoes,1991,151142,534,17866,17.85
886,Pakpattan,Wheat,1991,14698,534,17866,16.78
887,Pakpattan,Wheat,1991,14698,534,17866,20.29
888,Pakpattan,Wheat,1991,14698,534,17866,12.22
889,Pakpattan,Wheat,1991,14698,534,17866,13.77
890,Pakpattan,Wheat,1991,14698,534,17866,18.73
891,Pakpattan,Wheat,1991,14698,534,17866,17.85
892,Pakpattan,Maize,1992,51721,534,22234,15.78
893,Pakpattan,Maize,1992,51721,534,22234,19.79
894,Pakpattan,Maize,1992,51721,534,22234,11.21
895,Pakpattan,Maize,1992,51721,534,22234,13.31
896,Pakpattan,Maize,1992,51721,534,22234,18.45
897,Pakpattan,Maize,1992,51721,534,22234,16.89
898,Pakpattan,Potatoes,1992,289220,534,22234,15.78
899,Pakpattan,Potatoes,1992,289220,534,22234,19.79
900,Pakpattan,Potatoes,1992,289220,534,22234,11.21
901,Kasur,Potatoes,1992,289220,534,22234,13.31
902,Kasur,Potatoes,1992,289220,534,22234,18.45
903,Kasur,Potatoes,1992,289220,534,22234,16.89
904,Kasur,"Rice, paddy",1992,88346,534,22234,15.78
905,Kasur,"Rice, paddy",1992,88346,534,22234,19.79
906,Kasur,"Rice, paddy",1992,88346,534,22234,11.21
907,Kasur,"Rice, paddy",1992,88346,534,22234,13.31
908,Kasur,"Rice, paddy",1992,88346,534,22234,18.45
909,Kasur,"Rice, paddy",1992,88346,534,22234,16.89
910,Kasur,Sorghum,1992,25431,534,22234,15.78
911,Kasur,Sorghum,1992,25431,534,22234,19.79
912,Kasur,Sorghum,1992,25431,534,22234,11.21
913,Kasur,Sorghum,1992,25431,534,22234,13.31
914,Kasur,Sorghum,1992,25431,534,22234,18.45
915,Kasur,Sorghum,1992,25431,534,22234,16.89
916,Kasur,Soybeans,1992,21141,534,22234,15.78
917,Kasur,Soybeans,1992,21141,534,22234,19.79
918,Kasur,Soybeans,1992,21141,534,22234,11.21
919,Kasur,Soybeans,1992,21141,534,22234,13.31
920,Kasur,Soybeans,1992,21141,534,22234,18.45
921,Sheikhupura,Soybeans,1992,21141,534,22234,16.89
922,Sheikhupura,Sweet potatoes,1992,127548,534,22234,15.78
923,Sheikhupura,Sweet potatoes,1992,127548,534,22234,19.79
924,Sheikhupura,Sweet potatoes,1992,127548,534,22234,11.21
